Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
9055: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9056: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9057: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9058: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9059: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9060: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9061: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9062: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9063: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9064: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9065: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9066: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9067: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9068: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9069: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9070: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9071: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9072: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9073: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9074: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9075: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9076: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9077: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9078: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9079: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9080: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9081: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9082: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9083: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9084: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9085: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9086: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9087: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9088: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9089: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9090: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9091: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9092: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9093: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9094: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9095: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9096: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9097: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9098: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9099: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9100: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9101: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9102: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9103: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9104: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9105: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9106: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9107: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9108: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9109: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9110: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9111: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9112: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9113: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9114: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9115: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9116: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9117: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9118: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9119: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9120: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9121: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9122: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9123: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9124: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9125: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9126: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9127: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9128: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9129: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9130: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9131: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9132: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9133: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9134: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9135: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9136: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9137: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9138: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9139: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9140: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9141: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9142: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9143: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9144: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9145: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9146: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9147: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9148: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9149: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9150: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9151: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9152: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9153: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9154: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9155: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9156: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9157: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9158: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9159: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9160: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9161: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9162: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9163: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9164: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9165: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9166: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9167: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9168: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9169: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9170: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9171: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9172: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9173: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9174: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9175: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9176: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9177: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9178: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9179: It is Tetrahedron: a = 4. SurfaceArea = 27.712813.
9180: It is Sphere: r = 2. SurfaceArea = 25.132000.
9181: It is Sphere: r = 2. SurfaceArea = 25.132000.
9182: It is Sphere: r = 2. SurfaceArea = 25.132000.
9183: It is Sphere: r = 2. SurfaceArea = 25.132000.
9184: It is Sphere: r = 2. SurfaceArea = 25.132000.
9185: It is Sphere: r = 2. SurfaceArea = 25.132000.
9186: It is Sphere: r = 2. SurfaceArea = 25.132000.
9187: It is Sphere: r = 2. SurfaceArea = 25.132000.
9188: It is Sphere: r = 2. SurfaceArea = 25.132000.
9189: It is Sphere: r = 2. SurfaceArea = 25.132000.
9190: It is Sphere: r = 2. SurfaceArea = 25.132000.
9191: It is Sphere: r = 2. SurfaceArea = 25.132000.
9192: It is Sphere: r = 2. SurfaceArea = 25.132000.
9193: It is Sphere: r = 2. SurfaceArea = 25.132000.
9194: It is Sphere: r = 2. SurfaceArea = 25.132000.
9195: It is Sphere: r = 2. SurfaceArea = 25.132000.
9196: It is Sphere: r = 2. SurfaceArea = 25.132000.
9197: It is Sphere: r = 2. SurfaceArea = 25.132000.
9198: It is Sphere: r = 2. SurfaceArea = 25.132000.
9199: It is Sphere: r = 2. SurfaceArea = 25.132000.
9200: It is Sphere: r = 2. SurfaceArea = 25.132000.
9201: It is Sphere: r = 2. SurfaceArea = 25.132000.
9202: It is Sphere: r = 2. SurfaceArea = 25.132000.
9203: It is Sphere: r = 2. SurfaceArea = 25.132000.
9204: It is Sphere: r = 2. SurfaceArea = 25.132000.
9205: It is Sphere: r = 2. SurfaceArea = 25.132000.
9206: It is Sphere: r = 2. SurfaceArea = 25.132000.
9207: It is Sphere: r = 2. SurfaceArea = 25.132000.
9208: It is Sphere: r = 2. SurfaceArea = 25.132000.
9209: It is Sphere: r = 2. SurfaceArea = 25.132000.
9210: It is Sphere: r = 2. SurfaceArea = 25.132000.
9211: It is Sphere: r = 2. SurfaceArea = 25.132000.
9212: It is Sphere: r = 2. SurfaceArea = 25.132000.
9213: It is Sphere: r = 2. SurfaceArea = 25.132000.
9214: It is Sphere: r = 2. SurfaceArea = 25.132000.
9215: It is Sphere: r = 2. SurfaceArea = 25.132000.
9216: It is Sphere: r = 2. SurfaceArea = 25.132000.
9217: It is Sphere: r = 2. SurfaceArea = 25.132000.
9218: It is Sphere: r = 2. SurfaceArea = 25.132000.
9219: It is Sphere: r = 2. SurfaceArea = 25.132000.
9220: It is Sphere: r = 2. SurfaceArea = 25.132000.
9221: It is Sphere: r = 2. SurfaceArea = 25.132000.
9222: It is Sphere: r = 2. SurfaceArea = 25.132000.
9223: It is Sphere: r = 2. SurfaceArea = 25.132000.
9224: It is Sphere: r = 2. SurfaceArea = 25.132000.
9225: It is Sphere: r = 2. SurfaceArea = 25.132000.
9226: It is Sphere: r = 2. SurfaceArea = 25.132000.
9227: It is Sphere: r = 2. SurfaceArea = 25.132000.
9228: It is Sphere: r = 2. SurfaceArea = 25.132000.
9229: It is Sphere: r = 2. SurfaceArea = 25.132000.
9230: It is Sphere: r = 2. SurfaceArea = 25.132000.
9231: It is Sphere: r = 2. SurfaceArea = 25.132000.
9232: It is Sphere: r = 2. SurfaceArea = 25.132000.
9233: It is Sphere: r = 2. SurfaceArea = 25.132000.
9234: It is Sphere: r = 2. SurfaceArea = 25.132000.
9235: It is Sphere: r = 2. SurfaceArea = 25.132000.
9236: It is Sphere: r = 2. SurfaceArea = 25.132000.
9237: It is Sphere: r = 2. SurfaceArea = 25.132000.
9238: It is Sphere: r = 2. SurfaceArea = 25.132000.
9239: It is Sphere: r = 2. SurfaceArea = 25.132000.
9240: It is Sphere: r = 2. SurfaceArea = 25.132000.
9241: It is Sphere: r = 2. SurfaceArea = 25.132000.
9242: It is Sphere: r = 2. SurfaceArea = 25.132000.
9243: It is Sphere: r = 2. SurfaceArea = 25.132000.
9244: It is Sphere: r = 2. SurfaceArea = 25.132000.
9245: It is Sphere: r = 2. SurfaceArea = 25.132000.
9246: It is Sphere: r = 2. SurfaceArea = 25.132000.
9247: It is Sphere: r = 2. SurfaceArea = 25.132000.
9248: It is Sphere: r = 2. SurfaceArea = 25.132000.
9249: It is Sphere: r = 2. SurfaceArea = 25.132000.
9250: It is Sphere: r = 2. SurfaceArea = 25.132000.
9251: It is Sphere: r = 2. SurfaceArea = 25.132000.
9252: It is Sphere: r = 2. SurfaceArea = 25.132000.
9253: It is Sphere: r = 2. SurfaceArea = 25.132000.
9254: It is Sphere: r = 2. SurfaceArea = 25.132000.
9255: It is Sphere: r = 2. SurfaceArea = 25.132000.
9256: It is Sphere: r = 2. SurfaceArea = 25.132000.
9257: It is Sphere: r = 2. SurfaceArea = 25.132000.
9258: It is Sphere: r = 2. SurfaceArea = 25.132000.
9259: It is Sphere: r = 2. SurfaceArea = 25.132000.
9260: It is Sphere: r = 2. SurfaceArea = 25.132000.
9261: It is Sphere: r = 2. SurfaceArea = 25.132000.
9262: It is Sphere: r = 2. SurfaceArea = 25.132000.
9263: It is Sphere: r = 2. SurfaceArea = 25.132000.
9264: It is Sphere: r = 2. SurfaceArea = 25.132000.
9265: It is Sphere: r = 2. SurfaceArea = 25.132000.
9266: It is Sphere: r = 2. SurfaceArea = 25.132000.
9267: It is Sphere: r = 2. SurfaceArea = 25.132000.
9268: It is Sphere: r = 2. SurfaceArea = 25.132000.
9269: It is Sphere: r = 2. SurfaceArea = 25.132000.
9270: It is Sphere: r = 2. SurfaceArea = 25.132000.
9271: It is Sphere: r = 2. SurfaceArea = 25.132000.
9272: It is Sphere: r = 2. SurfaceArea = 25.132000.
9273: It is Sphere: r = 2. SurfaceArea = 25.132000.
9274: It is Sphere: r = 2. SurfaceArea = 25.132000.
9275: It is Sphere: r = 2. SurfaceArea = 25.132000.
9276: It is Sphere: r = 2. SurfaceArea = 25.132000.
9277: It is Sphere: r = 2. SurfaceArea = 25.132000.
9278: It is Sphere: r = 2. SurfaceArea = 25.132000.
9279: It is Sphere: r = 2. SurfaceArea = 25.132000.
9280: It is Sphere: r = 2. SurfaceArea = 25.132000.
9281: It is Sphere: r = 2. SurfaceArea = 25.132000.
9282: It is Sphere: r = 2. SurfaceArea = 25.132000.
9283: It is Sphere: r = 2. SurfaceArea = 25.132000.
9284: It is Sphere: r = 2. SurfaceArea = 25.132000.
9285: It is Sphere: r = 2. SurfaceArea = 25.132000.
9286: It is Sphere: r = 2. SurfaceArea = 25.132000.
9287: It is Sphere: r = 2. SurfaceArea = 25.132000.
9288: It is Sphere: r = 2. SurfaceArea = 25.132000.
9289: It is Sphere: r = 2. SurfaceArea = 25.132000.
9290: It is Sphere: r = 2. SurfaceArea = 25.132000.
9291: It is Sphere: r = 2. SurfaceArea = 25.132000.
9292: It is Sphere: r = 2. SurfaceArea = 25.132000.
9293: It is Sphere: r = 2. SurfaceArea = 25.132000.
9294: It is Sphere: r = 2. SurfaceArea = 25.132000.
9295: It is Sphere: r = 2. SurfaceArea = 25.132000.
9296: It is Sphere: r = 2. SurfaceArea = 25.132000.
9297: It is Sphere: r = 2. SurfaceArea = 25.132000.
9298: It is Sphere: r = 2. SurfaceArea = 25.132000.
9299: It is Sphere: r = 2. SurfaceArea = 25.132000.
9300: It is Sphere: r = 2. SurfaceArea = 25.132000.
9301: It is Sphere: r = 2. SurfaceArea = 25.132000.
9302: It is Sphere: r = 2. SurfaceArea = 25.132000.
9303: It is Sphere: r = 2. SurfaceArea = 25.132000.
9304: It is Sphere: r = 2. SurfaceArea = 25.132000.
9305: It is Sphere: r = 2. SurfaceArea = 25.132000.
9306: It is Sphere: r = 2. SurfaceArea = 25.132000.
9307: It is Sphere: r = 2. SurfaceArea = 25.132000.
9308: It is Sphere: r = 2. SurfaceArea = 25.132000.
9309: It is Sphere: r = 2. SurfaceArea = 25.132000.
9310: It is Sphere: r = 2. SurfaceArea = 25.132000.
9311: It is Sphere: r = 2. SurfaceArea = 25.132000.
9312: It is Sphere: r = 2. SurfaceArea = 25.132000.
9313: It is Sphere: r = 2. SurfaceArea = 25.132000.
9314: It is Sphere: r = 2. SurfaceArea = 25.132000.
9315: It is Sphere: r = 2. SurfaceArea = 25.132000.
9316: It is Sphere: r = 2. SurfaceArea = 25.132000.
9317: It is Sphere: r = 2. SurfaceArea = 25.132000.
9318: It is Sphere: r = 2. SurfaceArea = 25.132000.
9319: It is Sphere: r = 2. SurfaceArea = 25.132000.
9320: It is Sphere: r = 2. SurfaceArea = 25.132000.
9321: It is Sphere: r = 2. SurfaceArea = 25.132000.
9322: It is Parallelepiped: a = 1, b = 3, c = 2. SurfaceArea = 22.000000.
9323: It is Parallelepiped: a = 1, b = 3, c = 2. SurfaceArea = 22.000000.
9324: It is Parallelepiped: a = 1, b = 2, c = 3. SurfaceArea = 22.000000.
9325: It is Parallelepiped: a = 1, b = 4, c = 1. SurfaceArea = 18.000000.
9326: It is Parallelepiped: a = 1, b = 4, c = 1. SurfaceArea = 18.000000.
9327: It is Parallelepiped: a = 1, b = 1, c = 4. SurfaceArea = 18.000000.
9328: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9329: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9330: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9331: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9332: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9333: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9334: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9335: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9336: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9337: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9338: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9339: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9340: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9341: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9342: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9343: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9344: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9345: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9346: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9347: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9348: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9349: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9350: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9351: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9352: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9353: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9354: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9355: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9356: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9357: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9358: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9359: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9360: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9361: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9362: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9363: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9364: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9365: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9366: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9367: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9368: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9369: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9370: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9371: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9372: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9373: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9374: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9375: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9376: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9377: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9378: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9379: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9380: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9381: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9382: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9383: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9384: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9385: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9386: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9387: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9388: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9389: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9390: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9391: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9392: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9393: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9394: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9395: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9396: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9397: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9398: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9399: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9400: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9401: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9402: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9403: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9404: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9405: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9406: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9407: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9408: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9409: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9410: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9411: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9412: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9413: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9414: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9415: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9416: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9417: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9418: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9419: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9420: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9421: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9422: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9423: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9424: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9425: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9426: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9427: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9428: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9429: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9430: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9431: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
9432: It is Tetrahedron: a = 3. SurfaceArea = 15.588457.
