Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
7154: It is a tetrahedron, a = 8, density = 16.046, surface area = 110.85125168440814
7155: It is a tetrahedron, a = 8, density = 12.981, surface area = 110.85125168440814
7156: It is a tetrahedron, a = 8, density = 18.117, surface area = 110.85125168440814
7157: It is a tetrahedron, a = 8, density = 15.874, surface area = 110.85125168440814
7158: It is a tetrahedron, a = 8, density = 5.695, surface area = 110.85125168440814
7159: It is a tetrahedron, a = 8, density = 15.985, surface area = 110.85125168440814
7160: It is a tetrahedron, a = 8, density = 8.745, surface area = 110.85125168440814
7161: It is a tetrahedron, a = 8, density = 11.721, surface area = 110.85125168440814
7162: It is a tetrahedron, a = 8, density = 5.471, surface area = 110.85125168440814
7163: It is a tetrahedron, a = 8, density = 12.364, surface area = 110.85125168440814
7164: It is a tetrahedron, a = 8, density = 3.461, surface area = 110.85125168440814
7165: It is a tetrahedron, a = 8, density = 1.21, surface area = 110.85125168440814
7166: It is a tetrahedron, a = 8, density = 3.245, surface area = 110.85125168440814
7167: It is a tetrahedron, a = 8, density = 10.234, surface area = 110.85125168440814
7168: It is a tetrahedron, a = 8, density = 15.632, surface area = 110.85125168440814
7169: It is a tetrahedron, a = 8, density = 12.154, surface area = 110.85125168440814
7170: It is a tetrahedron, a = 8, density = 10.712, surface area = 110.85125168440814
7171: It is a tetrahedron, a = 8, density = 18.542, surface area = 110.85125168440814
7172: It is a tetrahedron, a = 8, density = 10.005, surface area = 110.85125168440814
7173: It is a tetrahedron, a = 8, density = 7.542, surface area = 110.85125168440814
7174: It is a tetrahedron, a = 8, density = 11.36, surface area = 110.85125168440814
7175: It is a tetrahedron, a = 8, density = 0.929, surface area = 110.85125168440814
7176: It is a tetrahedron, a = 8, density = 10.91, surface area = 110.85125168440814
7177: It is a tetrahedron, a = 8, density = 5.738, surface area = 110.85125168440814
7178: It is a tetrahedron, a = 8, density = 1.696, surface area = 110.85125168440814
7179: It is a tetrahedron, a = 8, density = 2.032, surface area = 110.85125168440814
7180: It is a tetrahedron, a = 8, density = 4.086, surface area = 110.85125168440814
7181: It is a tetrahedron, a = 8, density = 19.909, surface area = 110.85125168440814
7182: It is a tetrahedron, a = 8, density = 3.7, surface area = 110.85125168440814
7183: It is a tetrahedron, a = 8, density = 4.697, surface area = 110.85125168440814
7184: It is a tetrahedron, a = 8, density = 12.383, surface area = 110.85125168440814
7185: It is a tetrahedron, a = 8, density = 7.285, surface area = 110.85125168440814
7186: It is a tetrahedron, a = 8, density = 2.281, surface area = 110.85125168440814
7187: It is a tetrahedron, a = 8, density = 5.05, surface area = 110.85125168440814
7188: It is a tetrahedron, a = 8, density = 8.748, surface area = 110.85125168440814
7189: It is a tetrahedron, a = 8, density = 15.902, surface area = 110.85125168440814
7190: It is a tetrahedron, a = 8, density = 15.307, surface area = 110.85125168440814
7191: It is a tetrahedron, a = 8, density = 14.258, surface area = 110.85125168440814
7192: It is a tetrahedron, a = 8, density = 9.867, surface area = 110.85125168440814
7193: It is a tetrahedron, a = 8, density = 11.876, surface area = 110.85125168440814
7194: It is a tetrahedron, a = 8, density = 18.71, surface area = 110.85125168440814
7195: It is a tetrahedron, a = 8, density = 0.187, surface area = 110.85125168440814
7196: It is a tetrahedron, a = 8, density = 17.245, surface area = 110.85125168440814
7197: It is a tetrahedron, a = 8, density = 9.311, surface area = 110.85125168440814
7198: It is a tetrahedron, a = 8, density = 16.888, surface area = 110.85125168440814
7199: It is a tetrahedron, a = 8, density = 12.289, surface area = 110.85125168440814
7200: It is a tetrahedron, a = 8, density = 8.545, surface area = 110.85125168440814
7201: It is a tetrahedron, a = 8, density = 15.105, surface area = 110.85125168440814
7202: It is a tetrahedron, a = 8, density = 19.287, surface area = 110.85125168440814
7203: It is a tetrahedron, a = 8, density = 15.845, surface area = 110.85125168440814
7204: It is a tetrahedron, a = 8, density = 8.934, surface area = 110.85125168440814
7205: It is a tetrahedron, a = 8, density = 10.643, surface area = 110.85125168440814
7206: It is a tetrahedron, a = 8, density = 5.911, surface area = 110.85125168440814
7207: It is a tetrahedron, a = 8, density = 8.88, surface area = 110.85125168440814
7208: It is a tetrahedron, a = 8, density = 6.232, surface area = 110.85125168440814
7209: It is a tetrahedron, a = 8, density = 18.15, surface area = 110.85125168440814
7210: It is a tetrahedron, a = 8, density = 10.066, surface area = 110.85125168440814
7211: It is a tetrahedron, a = 8, density = 15.897, surface area = 110.85125168440814
7212: It is a tetrahedron, a = 8, density = 2.035, surface area = 110.85125168440814
7213: It is a tetrahedron, a = 8, density = 12.234, surface area = 110.85125168440814
7214: It is a tetrahedron, a = 8, density = 11.818, surface area = 110.85125168440814
7215: It is a tetrahedron, a = 8, density = 8.516, surface area = 110.85125168440814
7216: It is a tetrahedron, a = 8, density = 8.139, surface area = 110.85125168440814
7217: It is a tetrahedron, a = 8, density = 9.577, surface area = 110.85125168440814
7218: It is a tetrahedron, a = 8, density = 12.235, surface area = 110.85125168440814
7219: It is a tetrahedron, a = 8, density = 15.165, surface area = 110.85125168440814
7220: It is a tetrahedron, a = 8, density = 5.222, surface area = 110.85125168440814
7221: It is a tetrahedron, a = 8, density = 17.302, surface area = 110.85125168440814
7222: It is a tetrahedron, a = 8, density = 9.137, surface area = 110.85125168440814
7223: It is a tetrahedron, a = 8, density = 12.003, surface area = 110.85125168440814
7224: It is a tetrahedron, a = 8, density = 19.367, surface area = 110.85125168440814
7225: It is a tetrahedron, a = 8, density = 3.815, surface area = 110.85125168440814
7226: It is a tetrahedron, a = 8, density = 15.946, surface area = 110.85125168440814
7227: It is a tetrahedron, a = 8, density = 7.053, surface area = 110.85125168440814
7228: It is a tetrahedron, a = 8, density = 6.042, surface area = 110.85125168440814
7229: It is a tetrahedron, a = 8, density = 19.476, surface area = 110.85125168440814
7230: It is a tetrahedron, a = 8, density = 6.831, surface area = 110.85125168440814
7231: It is a tetrahedron, a = 8, density = 6.933, surface area = 110.85125168440814
7232: It is a tetrahedron, a = 8, density = 13.516, surface area = 110.85125168440814
7233: It is a tetrahedron, a = 8, density = 7.825, surface area = 110.85125168440814
7234: It is a tetrahedron, a = 8, density = 11.141, surface area = 110.85125168440814
7235: It is a tetrahedron, a = 8, density = 5.796, surface area = 110.85125168440814
7236: It is a tetrahedron, a = 8, density = 13.755, surface area = 110.85125168440814
7237: It is a tetrahedron, a = 8, density = 5.908, surface area = 110.85125168440814
7238: It is a tetrahedron, a = 8, density = 1.479, surface area = 110.85125168440814
7239: It is a tetrahedron, a = 8, density = 18.073, surface area = 110.85125168440814
7240: It is a tetrahedron, a = 8, density = 14.558, surface area = 110.85125168440814
7241: It is a tetrahedron, a = 8, density = 19.466, surface area = 110.85125168440814
7242: It is a tetrahedron, a = 8, density = 7.433, surface area = 110.85125168440814
7243: It is a tetrahedron, a = 8, density = 7.229, surface area = 110.85125168440814
7244: It is a tetrahedron, a = 8, density = 11.059, surface area = 110.85125168440814
7245: It is a tetrahedron, a = 8, density = 14.331, surface area = 110.85125168440814
7246: It is a tetrahedron, a = 8, density = 9.614, surface area = 110.85125168440814
7247: It is a tetrahedron, a = 8, density = 15.366, surface area = 110.85125168440814
7248: It is a tetrahedron, a = 8, density = 10.444, surface area = 110.85125168440814
7249: It is a tetrahedron, a = 8, density = 17.447, surface area = 110.85125168440814
7250: It is a tetrahedron, a = 8, density = 17.687, surface area = 110.85125168440814
7251: It is a tetrahedron, a = 8, density = 0.637, surface area = 110.85125168440814
7252: It is a tetrahedron, a = 8, density = 14.552, surface area = 110.85125168440814
7253: It is a tetrahedron, a = 8, density = 9.472, surface area = 110.85125168440814
7254: It is a tetrahedron, a = 8, density = 4.448, surface area = 110.85125168440814
7255: It is a tetrahedron, a = 8, density = 17.006, surface area = 110.85125168440814
7256: It is a tetrahedron, a = 8, density = 17.825, surface area = 110.85125168440814
7257: It is a tetrahedron, a = 8, density = 4.614, surface area = 110.85125168440814
7258: It is a tetrahedron, a = 8, density = 18.87, surface area = 110.85125168440814
7259: It is a tetrahedron, a = 8, density = 4.105, surface area = 110.85125168440814
7260: It is a tetrahedron, a = 8, density = 19.483, surface area = 110.85125168440814
7261: It is a tetrahedron, a = 8, density = 12.923, surface area = 110.85125168440814
7262: It is a tetrahedron, a = 8, density = 14.627, surface area = 110.85125168440814
7263: It is a tetrahedron, a = 8, density = 15.29, surface area = 110.85125168440814
7264: It is a tetrahedron, a = 8, density = 6.275, surface area = 110.85125168440814
7265: It is a tetrahedron, a = 8, density = 10.62, surface area = 110.85125168440814
7266: It is a tetrahedron, a = 8, density = 11.037, surface area = 110.85125168440814
7267: It is a parallelepiped, a = 7, b = 1, c = 6, density = 8.872, surface area = 110.0
7268: It is a parallelepiped, a = 3, b = 1, c = 13, density = 8.96, surface area = 110.0
7269: It is a parallelepiped, a = 7, b = 6, c = 1, density = 12.025, surface area = 110.0
7270: It is a parallelepiped, a = 13, b = 3, c = 1, density = 17.747, surface area = 110.0
7271: It is a parallelepiped, a = 3, b = 1, c = 13, density = 10.893, surface area = 110.0
7272: It is a parallelepiped, a = 6, b = 1, c = 7, density = 11.745, surface area = 110.0
7273: It is a parallelepiped, a = 1, b = 10, c = 4, density = 17.807, surface area = 108.0
7274: It is a parallelepiped, a = 1, b = 10, c = 4, density = 4.15, surface area = 108.0
7275: It is a parallelepiped, a = 4, b = 10, c = 1, density = 3.338, surface area = 108.0
7276: It is a parallelepiped, a = 10, b = 4, c = 1, density = 5.818, surface area = 108.0
7277: It is a parallelepiped, a = 6, b = 3, c = 4, density = 0.955, surface area = 108.0
7278: It is a parallelepiped, a = 6, b = 4, c = 3, density = 12.107, surface area = 108.0
7279: It is a parallelepiped, a = 17, b = 2, c = 1, density = 0.463, surface area = 106.0
7280: It is a parallelepiped, a = 6, b = 5, c = 2, density = 12.302, surface area = 104.0
7281: It is a parallelepiped, a = 5, b = 2, c = 6, density = 13.006, surface area = 104.0
7282: It is a parallelepiped, a = 3, b = 12, c = 1, density = 3.05, surface area = 102.0
7283: It is a parallelepiped, a = 3, b = 9, c = 2, density = 9.624, surface area = 102.0
7284: It is a parallelepiped, a = 2, b = 9, c = 3, density = 15.405, surface area = 102.0
7285: It is a parallelepiped, a = 12, b = 3, c = 1, density = 18.619, surface area = 102.0
7286: It is a parallelepiped, a = 3, b = 1, c = 12, density = 9.002, surface area = 102.0
7287: It is a parallelepiped, a = 2, b = 3, c = 9, density = 8.954, surface area = 102.0
7288: It is a parallelepiped, a = 1, b = 12, c = 3, density = 6.083, surface area = 102.0
7289: It is a parallelepiped, a = 3, b = 2, c = 9, density = 5.031, surface area = 102.0
7290: It is a parallelepiped, a = 9, b = 3, c = 2, density = 15.32, surface area = 102.0
7291: It is a sphere, r = 8, density = 19.572, surface area = 100.528
7292: It is a sphere, r = 8, density = 2.412, surface area = 100.528
7293: It is a sphere, r = 8, density = 18.744, surface area = 100.528
7294: It is a sphere, r = 8, density = 19.409, surface area = 100.528
7295: It is a sphere, r = 8, density = 4.254, surface area = 100.528
7296: It is a sphere, r = 8, density = 5.785, surface area = 100.528
7297: It is a sphere, r = 8, density = 14.389, surface area = 100.528
7298: It is a sphere, r = 8, density = 19.01, surface area = 100.528
7299: It is a sphere, r = 8, density = 15.391, surface area = 100.528
7300: It is a sphere, r = 8, density = 1.773, surface area = 100.528
7301: It is a sphere, r = 8, density = 10.496, surface area = 100.528
7302: It is a sphere, r = 8, density = 5.448, surface area = 100.528
7303: It is a sphere, r = 8, density = 19.327, surface area = 100.528
7304: It is a sphere, r = 8, density = 12.52, surface area = 100.528
7305: It is a sphere, r = 8, density = 11.879, surface area = 100.528
7306: It is a sphere, r = 8, density = 4.171, surface area = 100.528
7307: It is a sphere, r = 8, density = 1.201, surface area = 100.528
7308: It is a sphere, r = 8, density = 10.335, surface area = 100.528
7309: It is a sphere, r = 8, density = 13.946, surface area = 100.528
7310: It is a sphere, r = 8, density = 0.989, surface area = 100.528
7311: It is a sphere, r = 8, density = 15.282, surface area = 100.528
7312: It is a sphere, r = 8, density = 6.047, surface area = 100.528
