Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
8063: It is a sphere, r = 6, density = 1.444, surface area = 75.396
8064: It is a sphere, r = 6, density = 18.737, surface area = 75.396
8065: It is a sphere, r = 6, density = 18.358, surface area = 75.396
8066: It is a sphere, r = 6, density = 2.292, surface area = 75.396
8067: It is a sphere, r = 6, density = 19.447, surface area = 75.396
8068: It is a sphere, r = 6, density = 16.682, surface area = 75.396
8069: It is a sphere, r = 6, density = 4.758, surface area = 75.396
8070: It is a sphere, r = 6, density = 13.354, surface area = 75.396
8071: It is a sphere, r = 6, density = 4.848, surface area = 75.396
8072: It is a sphere, r = 6, density = 9.101, surface area = 75.396
8073: It is a sphere, r = 6, density = 5.486, surface area = 75.396
8074: It is a sphere, r = 6, density = 3.458, surface area = 75.396
8075: It is a sphere, r = 6, density = 8.354, surface area = 75.396
8076: It is a sphere, r = 6, density = 15.373, surface area = 75.396
8077: It is a sphere, r = 6, density = 2.915, surface area = 75.396
8078: It is a sphere, r = 6, density = 8.29, surface area = 75.396
8079: It is a sphere, r = 6, density = 12.282, surface area = 75.396
8080: It is a sphere, r = 6, density = 13.093, surface area = 75.396
8081: It is a sphere, r = 6, density = 4.565, surface area = 75.396
8082: It is a sphere, r = 6, density = 2.632, surface area = 75.396
8083: It is a sphere, r = 6, density = 8.542, surface area = 75.396
8084: It is a sphere, r = 6, density = 13.837, surface area = 75.396
8085: It is a sphere, r = 6, density = 8.161, surface area = 75.396
8086: It is a sphere, r = 6, density = 2.832, surface area = 75.396
8087: It is a sphere, r = 6, density = 11.209, surface area = 75.396
8088: It is a sphere, r = 6, density = 14.954, surface area = 75.396
8089: It is a sphere, r = 6, density = 14.688, surface area = 75.396
8090: It is a sphere, r = 6, density = 12.617, surface area = 75.396
8091: It is a sphere, r = 6, density = 4.158, surface area = 75.396
8092: It is a sphere, r = 6, density = 18.819, surface area = 75.396
8093: It is a sphere, r = 6, density = 5.93, surface area = 75.396
8094: It is a sphere, r = 6, density = 15.11, surface area = 75.396
8095: It is a sphere, r = 6, density = 14.601, surface area = 75.396
8096: It is a sphere, r = 6, density = 10.654, surface area = 75.396
8097: It is a sphere, r = 6, density = 19.29, surface area = 75.396
8098: It is a sphere, r = 6, density = 5.342, surface area = 75.396
8099: It is a sphere, r = 6, density = 19.109, surface area = 75.396
8100: It is a sphere, r = 6, density = 2.778, surface area = 75.396
8101: It is a sphere, r = 6, density = 5.97, surface area = 75.396
8102: It is a sphere, r = 6, density = 4.064, surface area = 75.396
8103: It is a sphere, r = 6, density = 5.888, surface area = 75.396
8104: It is a sphere, r = 6, density = 0.282, surface area = 75.396
8105: It is a sphere, r = 6, density = 11.922, surface area = 75.396
8106: It is a sphere, r = 6, density = 6.421, surface area = 75.396
8107: It is a sphere, r = 6, density = 8.124, surface area = 75.396
8108: It is a sphere, r = 6, density = 2.741, surface area = 75.396
8109: It is a sphere, r = 6, density = 10.094, surface area = 75.396
8110: It is a sphere, r = 6, density = 8.107, surface area = 75.396
8111: It is a sphere, r = 6, density = 1.273, surface area = 75.396
8112: It is a sphere, r = 6, density = 9.016, surface area = 75.396
8113: It is a sphere, r = 6, density = 3.453, surface area = 75.396
8114: It is a sphere, r = 6, density = 13.812, surface area = 75.396
8115: It is a sphere, r = 6, density = 12.033, surface area = 75.396
8116: It is a sphere, r = 6, density = 5.245, surface area = 75.396
8117: It is a sphere, r = 6, density = 13.001, surface area = 75.396
8118: It is a sphere, r = 6, density = 6.793, surface area = 75.396
8119: It is a sphere, r = 6, density = 0.853, surface area = 75.396
8120: It is a sphere, r = 6, density = 14.835, surface area = 75.396
8121: It is a sphere, r = 6, density = 1.481, surface area = 75.396
8122: It is a sphere, r = 6, density = 12.747, surface area = 75.396
8123: It is a sphere, r = 6, density = 12.669, surface area = 75.396
8124: It is a sphere, r = 6, density = 13.634, surface area = 75.396
8125: It is a sphere, r = 6, density = 3.808, surface area = 75.396
8126: It is a sphere, r = 6, density = 13.671, surface area = 75.396
8127: It is a sphere, r = 6, density = 7.429, surface area = 75.396
8128: It is a sphere, r = 6, density = 6.72, surface area = 75.396
8129: It is a sphere, r = 6, density = 5.938, surface area = 75.396
8130: It is a sphere, r = 6, density = 11.261, surface area = 75.396
8131: It is a sphere, r = 6, density = 19.694, surface area = 75.396
8132: It is a sphere, r = 6, density = 15.675, surface area = 75.396
8133: It is a sphere, r = 6, density = 10.826, surface area = 75.396
8134: It is a sphere, r = 6, density = 14.205, surface area = 75.396
8135: It is a sphere, r = 6, density = 10.613, surface area = 75.396
8136: It is a sphere, r = 6, density = 6.832, surface area = 75.396
8137: It is a sphere, r = 6, density = 0.695, surface area = 75.396
8138: It is a sphere, r = 6, density = 7.451, surface area = 75.396
8139: It is a sphere, r = 6, density = 10.325, surface area = 75.396
8140: It is a sphere, r = 6, density = 12.961, surface area = 75.396
8141: It is a sphere, r = 6, density = 18.677, surface area = 75.396
8142: It is a sphere, r = 6, density = 15.302, surface area = 75.396
8143: It is a sphere, r = 6, density = 17.793, surface area = 75.396
8144: It is a sphere, r = 6, density = 17.409, surface area = 75.396
8145: It is a sphere, r = 6, density = 0.499, surface area = 75.396
8146: It is a sphere, r = 6, density = 0.455, surface area = 75.396
8147: It is a sphere, r = 6, density = 8.652, surface area = 75.396
8148: It is a sphere, r = 6, density = 4.515, surface area = 75.396
8149: It is a sphere, r = 6, density = 14.102, surface area = 75.396
8150: It is a parallelepiped, a = 6, b = 2, c = 3, density = 3.264, surface area = 72.0
8151: It is a parallelepiped, a = 2, b = 3, c = 6, density = 9.916, surface area = 72.0
8152: It is a parallelepiped, a = 6, b = 2, c = 3, density = 9.579, surface area = 72.0
8153: It is a parallelepiped, a = 3, b = 6, c = 2, density = 19.498, surface area = 72.0
8154: It is a parallelepiped, a = 6, b = 2, c = 3, density = 17.437, surface area = 72.0
8155: It is a parallelepiped, a = 6, b = 2, c = 3, density = 9.832, surface area = 72.0
8156: It is a parallelepiped, a = 1, b = 17, c = 1, density = 4.729, surface area = 70.0
8157: It is a parallelepiped, a = 1, b = 11, c = 2, density = 18.785, surface area = 70.0
8158: It is a parallelepiped, a = 8, b = 3, c = 1, density = 5.281, surface area = 70.0
8159: It is a parallelepiped, a = 3, b = 8, c = 1, density = 6.886, surface area = 70.0
8160: It is a parallelepiped, a = 1, b = 1, c = 17, density = 16.923, surface area = 70.0
8161: It is a parallelepiped, a = 11, b = 2, c = 1, density = 3.531, surface area = 70.0
8162: It is a parallelepiped, a = 1, b = 1, c = 17, density = 19.338, surface area = 70.0
8163: It is a parallelepiped, a = 1, b = 11, c = 2, density = 8.021, surface area = 70.0
8164: It is a parallelepiped, a = 2, b = 1, c = 11, density = 14.393, surface area = 70.0
8165: It is a parallelepiped, a = 1, b = 3, c = 8, density = 5.28, surface area = 70.0
8166: It is a parallelepiped, a = 1, b = 5, c = 5, density = 19.381, surface area = 70.0
8167: It is a parallelepiped, a = 5, b = 1, c = 5, density = 19.971, surface area = 70.0
8168: It is a parallelepiped, a = 1, b = 4, c = 6, density = 6.538, surface area = 68.0
8169: It is a parallelepiped, a = 1, b = 4, c = 6, density = 13.63, surface area = 68.0
8170: It is a parallelepiped, a = 4, b = 1, c = 6, density = 5.514, surface area = 68.0
8171: It is a parallelepiped, a = 1, b = 6, c = 4, density = 3.689, surface area = 68.0
8172: It is a parallelepiped, a = 3, b = 3, c = 4, density = 16.37, surface area = 66.0
8173: It is a parallelepiped, a = 3, b = 4, c = 3, density = 12.559, surface area = 66.0
8174: It is a parallelepiped, a = 3, b = 3, c = 4, density = 8.833, surface area = 66.0
8175: It is a parallelepiped, a = 16, b = 1, c = 1, density = 0.252, surface area = 66.0
8176: It is a parallelepiped, a = 1, b = 2, c = 10, density = 1.587, surface area = 64.0
8177: It is a parallelepiped, a = 2, b = 1, c = 10, density = 0.88, surface area = 64.0
8178: It is a parallelepiped, a = 4, b = 2, c = 4, density = 6.208, surface area = 64.0
8179: It is a parallelepiped, a = 1, b = 10, c = 2, density = 5.322, surface area = 64.0
8180: It is a parallelepiped, a = 10, b = 1, c = 2, density = 10.608, surface area = 64.0
8181: It is a parallelepiped, a = 2, b = 10, c = 1, density = 4.825, surface area = 64.0
8182: It is a parallelepiped, a = 4, b = 4, c = 2, density = 2.877, surface area = 64.0
8183: It is a sphere, r = 5, density = 11.938, surface area = 62.830000000000005
8184: It is a sphere, r = 5, density = 5.213, surface area = 62.830000000000005
8185: It is a sphere, r = 5, density = 13.829, surface area = 62.830000000000005
8186: It is a sphere, r = 5, density = 11.425, surface area = 62.830000000000005
8187: It is a sphere, r = 5, density = 11.349, surface area = 62.830000000000005
8188: It is a sphere, r = 5, density = 12.748, surface area = 62.830000000000005
8189: It is a sphere, r = 5, density = 16.68, surface area = 62.830000000000005
8190: It is a sphere, r = 5, density = 4.293, surface area = 62.830000000000005
8191: It is a sphere, r = 5, density = 14.36, surface area = 62.830000000000005
8192: It is a sphere, r = 5, density = 8.75, surface area = 62.830000000000005
8193: It is a sphere, r = 5, density = 11.034, surface area = 62.830000000000005
8194: It is a sphere, r = 5, density = 4.461, surface area = 62.830000000000005
8195: It is a sphere, r = 5, density = 10.274, surface area = 62.830000000000005
8196: It is a sphere, r = 5, density = 14.836, surface area = 62.830000000000005
8197: It is a sphere, r = 5, density = 16.886, surface area = 62.830000000000005
8198: It is a sphere, r = 5, density = 7.767, surface area = 62.830000000000005
8199: It is a sphere, r = 5, density = 9.287, surface area = 62.830000000000005
8200: It is a sphere, r = 5, density = 17.179, surface area = 62.830000000000005
8201: It is a sphere, r = 5, density = 6.76, surface area = 62.830000000000005
8202: It is a sphere, r = 5, density = 2.115, surface area = 62.830000000000005
8203: It is a sphere, r = 5, density = 12.576, surface area = 62.830000000000005
8204: It is a sphere, r = 5, density = 4.495, surface area = 62.830000000000005
8205: It is a sphere, r = 5, density = 3.23, surface area = 62.830000000000005
8206: It is a sphere, r = 5, density = 13.007, surface area = 62.830000000000005
8207: It is a sphere, r = 5, density = 4.671, surface area = 62.830000000000005
8208: It is a sphere, r = 5, density = 11.83, surface area = 62.830000000000005
8209: It is a sphere, r = 5, density = 9.734, surface area = 62.830000000000005
8210: It is a sphere, r = 5, density = 6.625, surface area = 62.830000000000005
8211: It is a sphere, r = 5, density = 2.982, surface area = 62.830000000000005
8212: It is a sphere, r = 5, density = 6.922, surface area = 62.830000000000005
8213: It is a sphere, r = 5, density = 14.572, surface area = 62.830000000000005
8214: It is a sphere, r = 5, density = 15.394, surface area = 62.830000000000005
8215: It is a sphere, r = 5, density = 17.24, surface area = 62.830000000000005
8216: It is a sphere, r = 5, density = 0.502, surface area = 62.830000000000005
8217: It is a sphere, r = 5, density = 11.203, surface area = 62.830000000000005
8218: It is a sphere, r = 5, density = 9.879, surface area = 62.830000000000005
8219: It is a sphere, r = 5, density = 7.792, surface area = 62.830000000000005
8220: It is a sphere, r = 5, density = 8.357, surface area = 62.830000000000005
8221: It is a sphere, r = 5, density = 13.636, surface area = 62.830000000000005
8222: It is a sphere, r = 5, density = 17.043, surface area = 62.830000000000005
8223: It is a sphere, r = 5, density = 6.363, surface area = 62.830000000000005
8224: It is a sphere, r = 5, density = 9.033, surface area = 62.830000000000005
8225: It is a sphere, r = 5, density = 11.886, surface area = 62.830000000000005
8226: It is a sphere, r = 5, density = 7.396, surface area = 62.830000000000005
8227: It is a sphere, r = 5, density = 16.293, surface area = 62.830000000000005
8228: It is a sphere, r = 5, density = 13.366, surface area = 62.830000000000005
8229: It is a sphere, r = 5, density = 12.629, surface area = 62.830000000000005
8230: It is a sphere, r = 5, density = 17.486, surface area = 62.830000000000005
8231: It is a sphere, r = 5, density = 18.151, surface area = 62.830000000000005
8232: It is a sphere, r = 5, density = 12.846, surface area = 62.830000000000005
8233: It is a sphere, r = 5, density = 10.26, surface area = 62.830000000000005
8234: It is a sphere, r = 5, density = 19.522, surface area = 62.830000000000005
8235: It is a sphere, r = 5, density = 16.845, surface area = 62.830000000000005
8236: It is a sphere, r = 5, density = 9.499, surface area = 62.830000000000005
8237: It is a sphere, r = 5, density = 13.52, surface area = 62.830000000000005
8238: It is a sphere, r = 5, density = 5.639, surface area = 62.830000000000005
8239: It is a sphere, r = 5, density = 17.9, surface area = 62.830000000000005
8240: It is a sphere, r = 5, density = 6.603, surface area = 62.830000000000005
8241: It is a sphere, r = 5, density = 16.769, surface area = 62.830000000000005
8242: It is a sphere, r = 5, density = 1.507, surface area = 62.830000000000005
8243: It is a sphere, r = 5, density = 2.987, surface area = 62.830000000000005
8244: It is a sphere, r = 5, density = 15.798, surface area = 62.830000000000005
8245: It is a sphere, r = 5, density = 3.661, surface area = 62.830000000000005
8246: It is a sphere, r = 5, density = 6.705, surface area = 62.830000000000005
8247: It is a sphere, r = 5, density = 7.7, surface area = 62.830000000000005
8248: It is a sphere, r = 5, density = 2.827, surface area = 62.830000000000005
8249: It is a sphere, r = 5, density = 1.877, surface area = 62.830000000000005
8250: It is a sphere, r = 5, density = 9.28, surface area = 62.830000000000005
8251: It is a sphere, r = 5, density = 13.635, surface area = 62.830000000000005
